question,answer,hint1,hint2,distractor1,distractor2,distractor3,category,style,difficulty,emoji
Many kids love this words. It starts with 'F'. Who am I?,first,It belongs to the words group.,It ends with 'T'.,complex,rich,run,words,what-am-i,tricky,🔠
Take 86 and subtract 5. What do you get?,81,It is a number.,It is between 80 and 82.,67,47,82,math,lateral,tricky,🧮
My name rhymes with 'yrench'. I am part of the science family.,wrench,It belongs to the science group.,It ends with 'H'.,metal,chest,magnet,science,rhyming,tricky,🔬
"If you count up to 77, you will say my name just before 76.",75,It is a number.,It is greater than 74.,82,56,17,math,trivia,easy,🧮
You might see this animals around. It has 5 letters in its name. What could it be?,sloth,It belongs to the animals group.,It ends with 'H'.,raven,horse,camel,animals,what-am-i,tricky,🐾
A fun fact about this food is that its name starts with 'C' and ends with 'E'.,cookie,It belongs to the food group.,It has 6 letters.,artichoke,quesadilla,papaya,food,trivia,medium,🍎
You cannot spell this school without the letter 'P'.,paper,It belongs to the school group.,It ends with 'R'.,mousepad,snack,gym,school,lateral,tricky,✏️
This is a well-known silly. My first letter is 'S'.,shelf,It belongs to the silly group.,It ends with 'F'.,mug,mitten,pillow,silly,what-am-i,tricky,🤪
Think of a common nature. It ends with 'P'. What is it?,swamp,It belongs to the nature group.,It has 5 letters.,mist,volcano,cliff,nature,what-am-i,medium,🌿
People often forget I have 5 letters. I am a school.,table,It belongs to the school group.,It starts with 'T'.,crayon,paper,janitor,school,lateral,easy,✏️
People often forget I have 9 letters. I am a animals.,butterfly,It belongs to the animals group.,It ends with 'Y'.,rat,pigeon,beaver,animals,lateral,tricky,🐾
Subtract 2 from 7 and you get the letter count of this space.,kayak,It belongs to the space group.,It has 5 letters.,gemini,portal,earth,space,math,medium,🚀
You cannot spell this sports without the letter 'P'.,pingpong,It belongs to the sports group.,It has 8 letters.,badminton,monopoly,fencing,sports,lateral,medium,⚽
Add 50 and 0 together. What is the total?,50,It is a number.,It is between 49 and 51.,56,96,33,math,rhyming,medium,🧮
"If you spell my name backwards, it looks like 'etalocohc'.",chocolate,It belongs to the food group.,It has 9 letters.,celery,butter,cauliflower,food,wordplay,medium,🍎
"If you try to rhyme with me, you might say 'uad'. What words am I?",sad,It belongs to the words group.,It starts with 'S'.,side,weak,corner,words,rhyming,easy,🔠
Count the letters in this holidays's name and you get 4. Double that is 8.,flag,It belongs to the holidays group.,It starts with 'F'.,tambourine,candle,cymbal,holidays,math,easy,🎉
Subtract 2 from 10 and you get the letter count of this school.,textbook,It belongs to the school group.,It has 8 letters.,graduation,principal,paper,school,math,medium,✏️
Subtract 2 from 7 and you get the letter count of this sports.,relay,It belongs to the sports group.,It starts with 'R'.,monopoly,cycling,triathlon,sports,math,easy,⚽
My name rhymes with 'uand'. I am part of the nature family.,sand,It belongs to the nature group.,It has 4 letters.,hill,canyon,star,nature,rhyming,medium,🌿
You cannot spell this food without the letter 'P'.,popcorn,It belongs to the food group.,It starts with 'P'.,artichoke,cauliflower,peach,food,lateral,easy,🍎
I am exactly 1 more than 8.,9,It is a number.,It is greater than 8.,59,94,69,math,trivia,easy,🧮
Take away my first letter and you get something else. Put it back and I am this school.,counselor,It belongs to the school group.,It starts with 'C'.,keyboard,certificate,microphone,school,wordplay,easy,✏️
Count the letters in this school's name and you get 4. Double that is 8.,tape,It belongs to the school group.,It has 4 letters.,uniform,pen,exam,school,math,medium,✏️
"Half of 12 is 6, which is how many letters this animals has.",lizard,It belongs to the animals group.,It ends with 'D'.,fly,ladybug,turkey,animals,math,tricky,🐾
"If you add 71 and take away 10, you are left with me.",61,It is a number.,It is between 60 and 62.,47,68,32,math,math,tricky,🧮
Many kids love this animals. It starts with 'T'. Who am I?,trout,It belongs to the animals group.,It starts with 'T'.,lion,duck,newt,animals,what-am-i,easy,🐾
"Half of 16 is 8, which is how many letters this school has.",scissors,It belongs to the school group.,It has 8 letters.,laptop,timer,microphone,school,math,medium,✏️
"If you try to rhyme with me, you might say 'rlanner'. What school am I?",planner,It belongs to the school group.,It ends with 'R'.,homework,student,sandbox,school,rhyming,tricky,✏️
Subtract 2 from 6 and you get the letter count of this food.,soup,It belongs to the food group.,It starts with 'S'.,macaroni,spaghetti,noodle,food,math,easy,🍎
You might see this space around. It has 8 letters in its name. What could it be?,stroller,It belongs to the space group.,It has 8 letters.,portal,kayak,leo,space,what-am-i,medium,🚀
Take away my first letter and you get something else. Put it back and I am this space.,timemachine,It belongs to the space group.,It starts with 'T'.,pulsar,observatory,cancer,space,wordplay,easy,🚀
I sound a little bit like the silly word 'oat'. I am a school.,mat,It belongs to the school group.,It has 3 letters.,award,ruler,graduation,school,rhyming,medium,✏️
Many kids love this words. It starts with 'S'. Who am I?,small,It belongs to the words group.,It ends with 'L'.,handsome,out,huge,words,what-am-i,tricky,🔠
My name rhymes with 'xiola'. I am part of the holidays family.,viola,It belongs to the holidays group.,It has 5 letters.,balloon,bow,stuffing,holidays,rhyming,medium,🎉
"If you spell my name backwards, it looks like 'skrowerif'.",fireworks,It belongs to the holidays group.,It starts with 'F'.,maraca,violin,anthem,holidays,wordplay,easy,🎉
You cannot spell this holidays without the letter 'C'.,cranberry,It belongs to the holidays group.,It starts with 'C'.,harmonica,egg,ribbon,holidays,lateral,easy,🎉
This is a well-known school. My first letter is 'C'.,certificate,It belongs to the school group.,It starts with 'C'.,camera,party,quiz,school,what-am-i,easy,✏️
A fun fact about this words is that its name starts with 'Q' and ends with 'K'.,quick,It belongs to the words group.,It starts with 'Q'.,over,easy,smooth,words,trivia,easy,🔠
Many kids love this holidays. It starts with 'S'. Who am I?,spotlight,It belongs to the holidays group.,It starts with 'S'.,tuba,siren,drum,holidays,what-am-i,easy,🎉
Count the letters in this silly's name and you get 7. Double that is 14.,blanket,It belongs to the silly group.,It starts with 'B'.,glove,fridge,stove,silly,math,easy,🤪
People often forget I have 4 letters. I am a holidays.,rose,It belongs to the holidays group.,It has 4 letters.,ribbon,trick,reindeer,holidays,lateral,medium,🎉
"In the animals category, this item is very famous. It starts with 'W'.",wasp,It belongs to the animals group.,It starts with 'W'.,penguin,donkey,squirrel,animals,trivia,easy,🐾
"If you try to rhyme with me, you might say 'gmpty'. What words am I?",empty,It belongs to the words group.,It ends with 'Y'.,easy,cold,over,words,rhyming,tricky,🔠
"In the nature category, this item is very famous. It starts with 'D'.",dusk,It belongs to the nature group.,It ends with 'K'.,seed,wave,valley,nature,trivia,tricky,🌿
Many kids love this words. It starts with 'C'. Who am I?,cute,It belongs to the words group.,It starts with 'C'.,dark,happy,serious,words,what-am-i,easy,🔠
This holidays is known for having 9 letters in its name.,accordion,It belongs to the holidays group.,It ends with 'N'.,concert,sparkler,rollercoaster,holidays,trivia,tricky,🎉
"If you spell my name backwards, it looks like 'tiucric'.",circuit,It belongs to the science group.,It starts with 'C'.,wheel,motor,ankle,science,wordplay,easy,🔬
You cannot spell this holidays without the letter 'W'.,whistle,It belongs to the holidays group.,It starts with 'W'.,accordion,flute,cymbal,holidays,lateral,easy,🎉
Take away my first letter and you get something else. Put it back and I am this science.,motor,It belongs to the science group.,It has 5 letters.,shoulder,plastic,bolt,science,wordplay,medium,🔬
"If you try to rhyme with me, you might say 'ucale'. What science am I?",scale,It belongs to the science group.,It ends with 'E'.,spring,leg,force,science,rhyming,tricky,🔬
I sound a little bit like the silly word 'uanta'. I am a holidays.,santa,It belongs to the holidays group.,It has 5 letters.,fair,speaker,ferriswheel,holidays,rhyming,medium,🎉
"If you try to rhyme with me, you might say 'ilass'. What science am I?",glass,It belongs to the science group.,It ends with 'S'.,face,telescope,cotton,science,rhyming,tricky,🔬
"If you count up to 10, you will say my name just before 9.",8,It is a number.,It is between 7 and 9.,10,25,17,math,what-am-i,medium,🧮
You cannot spell this space without the letter 'E'.,earth,It belongs to the space group.,It starts with 'E'.,wheelbarrow,skateboard,van,space,lateral,easy,🚀
"Half of 8 is 4, which is how many letters this science has.",face,It belongs to the science group.,It ends with 'E'.,blood,knee,back,science,math,tricky,🔬
"Half of 12 is 6, which is how many letters this food has.",waffle,It belongs to the food group.,It starts with 'W'.,chocolate,squash,pie,food,math,easy,🍎
Take 94 and subtract 5. What do you get?,89,It is a number.,It is between 88 and 90.,26,62,58,math,lateral,medium,🧮
This is a well-known holidays. My first letter is 'C'.,chick,It belongs to the holidays group.,It starts with 'C'.,banner,piano,skeleton,holidays,what-am-i,easy,🎉
A fun fact about this food is that its name starts with 'P' and ends with 'S'.,peas,It belongs to the food group.,It starts with 'P'.,taco,bagel,radish,food,trivia,easy,🍎
"Double the number 88 is not me, but half of 88 is!",44,It is a number.,It is between 43 and 45.,38,5,52,math,math,medium,🧮
"I am a animals with exactly 7 letters. My last letter is very important, it is 'K'.",peacock,It belongs to the animals group.,It has 7 letters.,donkey,pig,tiger,animals,lateral,medium,🐾
I am the answer to 22 plus 1.,23,It is a number.,It is between 22 and 24.,93,76,65,math,math,tricky,🧮
Subtract 2 from 8 and you get the letter count of this sports.,puzzle,It belongs to the sports group.,It has 6 letters.,discus,sprint,workout,sports,math,medium,⚽
"In the words category, this item is very famous. It starts with 'H'.",huge,It belongs to the words group.,It ends with 'E'.,smooth,jump,low,words,trivia,tricky,🔠
"Half of 14 is 7, which is how many letters this school has.",teacher,It belongs to the school group.,It starts with 'T'.,snack,uniform,microphone,school,math,easy,✏️
Count the letters in this animals's name and you get 4. Double that is 8.,frog,It belongs to the animals group.,It starts with 'F'.,centipede,seal,cricket,animals,math,easy,🐾
Think of a common school. It ends with 'N'. What is it?,crayon,It belongs to the school group.,It has 6 letters.,backpack,coach,notebook,school,what-am-i,medium,✏️
Count the letters in this sports's name and you get 6. Double that is 12.,sprint,It belongs to the sports group.,It has 6 letters.,surfing,kite,helicopter,sports,math,medium,⚽
You cannot spell this nature without the letter 'D'.,dew,It belongs to the nature group.,It ends with 'W'.,flower,reef,swamp,nature,lateral,tricky,🌿
"If you spell my name backwards, it looks like 'elcsum'.",muscle,It belongs to the science group.,It starts with 'M'.,telescope,rubber,wheel,science,wordplay,easy,🔬
"In the school category, this item is very famous. It starts with 'S'.",score,It belongs to the school group.,It has 5 letters.,stamp,project,presentation,school,trivia,medium,✏️
Take away my first letter and you get something else. Put it back and I am this sports.,monopoly,It belongs to the sports group.,It starts with 'M'.,judo,weightlifting,wrestling,sports,wordplay,easy,⚽
People often forget I have 5 letters. I am a holidays.,kazoo,It belongs to the holidays group.,It ends with 'O'.,monster,fireworks,cranberry,holidays,lateral,tricky,🎉
This is a well-known nature. My first letter is 'V'.,volcano,It belongs to the nature group.,It starts with 'V'.,stem,petal,summer,nature,what-am-i,easy,🌿
Count the letters in this food's name and you get 6. Double that is 12.,radish,It belongs to the food group.,It has 6 letters.,corn,blackberry,fig,food,math,medium,🍎
"If you try to rhyme with me, you might say 'midney'. What science am I?",kidney,It belongs to the science group.,It has 6 letters.,gas,wheel,wool,science,rhyming,medium,🔬
"If you spell my name backwards, it looks like 'gniltserw'.",wrestling,It belongs to the sports group.,It starts with 'W'.,clue,longjump,hulahoop,sports,wordplay,easy,⚽
"If you try to rhyme with me, you might say 'dathtub'. What silly am I?",bathtub,It belongs to the silly group.,It has 7 letters.,rug,mug,cap,silly,rhyming,medium,🤪
People often forget I have 6 letters. I am a space.,zodiac,It belongs to the space group.,It has 6 letters.,garbagetruck,saturn,pulsar,space,lateral,medium,🚀
"In the animals category, this item is very famous. It starts with 'B'.",bear,It belongs to the animals group.,It has 4 letters.,cow,toad,salmon,animals,trivia,medium,🐾
People often forget I have 11 letters. I am a space.,observatory,It belongs to the space group.,It ends with 'Y'.,wagon,hyperdrive,yacht,space,lateral,tricky,🚀
Subtract 2 from 14 and you get the letter count of this sports.,actionfigure,It belongs to the sports group.,It ends with 'E'.,triathlon,trophy,tetherball,sports,math,tricky,⚽
You might see this nature around. It has 4 letters in its name. What could it be?,mist,It belongs to the nature group.,It ends with 'T'.,jungle,summer,dark,nature,what-am-i,tricky,🌿
You cannot spell this animals without the letter 'F'.,fly,It belongs to the animals group.,It starts with 'F'.,moth,ladybug,seahorse,animals,lateral,easy,🐾
You might see this animals around. It has 5 letters in its name. What could it be?,snail,It belongs to the animals group.,It ends with 'L'.,wasp,trout,guppy,animals,what-am-i,tricky,🐾
Take 41 and subtract 5. What do you get?,36,It is a number.,It is greater than 35.,53,75,50,math,lateral,easy,🧮
Count the letters in this words's name and you get 5. Double that is 10.,dirty,It belongs to the words group.,It starts with 'D'.,handsome,top,last,words,math,easy,🔠
"If you try to rhyme with me, you might say 'mite'. What sports am I?",kite,It belongs to the sports group.,It has 4 letters.,triathlon,decathlon,marble,sports,rhyming,medium,⚽
"In the silly category, this item is very famous. It starts with 'S'.",shampoo,It belongs to the silly group.,It starts with 'S'.,plug,pot,comb,silly,trivia,easy,🤪
"If you spell my name backwards, it looks like 'trid'.",dirt,It belongs to the nature group.,It starts with 'D'.,valley,planet,wind,nature,wordplay,easy,🌿
Count the letters in this words's name and you get 3. Double that is 6.,hot,It belongs to the words group.,It starts with 'H'.,poor,dry,big,words,math,easy,🔠
Take away my first letter and you get something else. Put it back and I am this space.,weightlessness,It belongs to the space group.,It starts with 'W'.,dumptruck,aries,uranus,space,wordplay,easy,🚀
This silly is known for having 4 letters in its name.,sofa,It belongs to the silly group.,It has 4 letters.,broom,necklace,mattress,silly,trivia,medium,🤪
People often forget I have 6 letters. I am a animals.,donkey,It belongs to the animals group.,It ends with 'Y'.,spider,whale,eagle,animals,lateral,tricky,🐾
Mix my letters and you get 'surtitaisag'. I am a space.,sagittarius,It belongs to the space group.,It starts with 'S'.,libra,hyperdrive,canoe,space,wordplay,easy,🚀
People often forget I have 3 letters. I am a silly.,tie,It belongs to the silly group.,It ends with 'E'.,bracelet,necklace,shower,silly,lateral,tricky,🤪
I am exactly 1 more than 20.,21,It is a number.,It is between 20 and 22.,23,28,9,math,what-am-i,tricky,🧮
Think of a common school. It ends with 'P'. What is it?,hoop,It belongs to the school group.,It has 4 letters.,gymnastics,pencil,encyclopedia,school,what-am-i,medium,✏️
I am exactly 1 more than 56.,57,It is a number.,It is between 56 and 58.,76,60,39,math,trivia,tricky,🧮
"If you spell my name backwards, it looks like 'edils'.",slide,It belongs to the school group.,It starts with 'S'.,laptop,presentation,spelling,school,wordplay,easy,✏️
"If you spell my name backwards, it looks like 'ziuq'.",quiz,It belongs to the school group.,It has 4 letters.,projector,gym,grade,school,wordplay,medium,✏️
My name rhymes with 'eliff'. I am part of the nature family.,cliff,It belongs to the nature group.,It starts with 'C'.,meteor,grass,winter,nature,rhyming,easy,🌿
"If you spell my name backwards, it looks like 'tneduts'.",student,It belongs to the school group.,It has 7 letters.,uniform,chair,alarm,school,wordplay,medium,✏️
I sound a little bit like the silly word 'rluto'. I am a space.,pluto,It belongs to the space group.,It starts with 'P'.,satellite,teleporter,cosmonaut,space,rhyming,easy,🚀
"I am a silly with exactly 9 letters. My last letter is very important, it is 'E'.",microwave,It belongs to the silly group.,It starts with 'M'.,shoe,dress,sweater,silly,lateral,easy,🤪
"If you try to rhyme with me, you might say 'qwl'. What animals am I?",owl,It belongs to the animals group.,It starts with 'O'.,goat,chicken,donkey,animals,rhyming,easy,🐾
You cannot spell this space without the letter 'A'.,aries,It belongs to the space group.,It has 5 letters.,ufo,canoe,boat,space,lateral,medium,🚀
You cannot spell this science without the letter 'S'.,silk,It belongs to the science group.,It ends with 'K'.,toe,wool,knee,science,lateral,tricky,🔬
"If you spell my name backwards, it looks like 'llabteuqcar'.",racquetball,It belongs to the sports group.,It starts with 'R'.,clue,doll,bodybuilding,sports,wordplay,easy,⚽
I am exactly 1 more than 28.,29,It is a number.,It is greater than 28.,43,92,33,math,trivia,easy,🧮
Take 89 and subtract 5. What do you get?,84,It is a number.,It is between 83 and 85.,42,20,58,math,wordplay,medium,🧮
This nature is known for having 4 letters in its name.,pond,It belongs to the nature group.,It ends with 'D'.,bush,boulder,storm,nature,trivia,tricky,🌿
People often forget I have 4 letters. I am a silly.,plug,It belongs to the silly group.,It ends with 'G'.,mixer,bathtub,skirt,silly,lateral,tricky,🤪
"In the holidays category, this item is very famous. It starts with 'C'.",clapper,It belongs to the holidays group.,It starts with 'C'.,concert,bow,flag,holidays,trivia,easy,🎉
"Half of 20 is 10, which is how many letters this sports has.",tetherball,It belongs to the sports group.,It starts with 'T'.,boomerang,pool,boxing,sports,math,easy,⚽
Take away my first letter and you get something else. Put it back and I am this nature.,lake,It belongs to the nature group.,It has 4 letters.,lightning,grass,rainbow,nature,wordplay,medium,🌿
"If you try to rhyme with me, you might say 'iemini'. What space am I?",gemini,It belongs to the space group.,It has 6 letters.,teleporter,hovercraft,firetruck,space,rhyming,medium,🚀
Subtract 2 from 6 and you get the letter count of this sports.,judo,It belongs to the sports group.,It has 4 letters.,boomerang,bowling,surfing,sports,math,medium,⚽
I sound a little bit like the silly word 'holder'. I am a school.,folder,It belongs to the school group.,It starts with 'F'.,speaker,spelling,chair,school,rhyming,easy,✏️
"I am a words with exactly 6 letters. My last letter is very important, it is 'E'.",middle,It belongs to the words group.,It has 6 letters.,funny,soft,left,words,lateral,medium,🔠
Mix my letters and you get 'actrre'. I am a space.,crater,It belongs to the space group.,It starts with 'C'.,spaceship,portal,excavator,space,wordplay,easy,🚀
Add 70 and 0 together. What is the total?,70,It is a number.,It is greater than 69.,21,64,37,math,rhyming,easy,🧮
You cannot spell this food without the letter 'I'.,icecream,It belongs to the food group.,It has 8 letters.,lime,pie,pineapple,food,lateral,medium,🍎
Count the letters in this food's name and you get 4. Double that is 8.,beet,It belongs to the food group.,It has 4 letters.,eggplant,pretzel,rice,food,math,medium,🍎
Think of a common holidays. It ends with 'A'. What is it?,tuba,It belongs to the holidays group.,It has 4 letters.,dj,bunny,float,holidays,what-am-i,medium,🎉
Count the letters in this food's name and you get 11. Double that is 22.,sweetpotato,It belongs to the food group.,It ends with 'O'.,peanut,pizza,macaroni,food,math,tricky,🍎
I sound a little bit like the silly word 'fog'. I am a animals.,dog,It belongs to the animals group.,It ends with 'G'.,rhino,elephant,starfish,animals,rhyming,tricky,🐾
Think of a common nature. It ends with 'N'. What is it?,thorn,It belongs to the nature group.,It starts with 'T'.,branch,dark,stream,nature,what-am-i,easy,🌿
You might see this silly around. It has 6 letters in its name. What could it be?,remote,It belongs to the silly group.,It starts with 'R'.,stove,hat,beanie,silly,what-am-i,easy,🤪
Subtract 2 from 6 and you get the letter count of this space.,sled,It belongs to the space group.,It has 4 letters.,cancer,cart,dumptruck,space,math,medium,🚀
You might see this science around. It has 5 letters in its name. What could it be?,blood,It belongs to the science group.,It starts with 'B'.,wedge,bolt,metal,science,what-am-i,easy,🔬
Count the letters in this words's name and you get 4. Double that is 8.,slow,It belongs to the words group.,It has 4 letters.,fast,eager,strong,words,math,medium,🔠
This nature is known for having 5 letters in its name.,light,It belongs to the nature group.,It starts with 'L'.,forest,wind,dark,nature,trivia,easy,🌿
Subtract 2 from 12 and you get the letter count of this science.,microscope,It belongs to the science group.,It has 10 letters.,wool,head,testtube,science,math,medium,🔬
Mix my letters and you get 'ugel'. I am a school.,glue,It belongs to the school group.,It starts with 'G'.,schedule,project,marker,school,wordplay,easy,✏️
This is a well-known holidays. My first letter is 'B'.,banjo,It belongs to the holidays group.,It has 5 letters.,harp,costume,viola,holidays,what-am-i,medium,🎉
I sound a little bit like the silly word 'rineapple'. I am a food.,pineapple,It belongs to the food group.,It ends with 'E'.,banana,taco,brownie,food,rhyming,tricky,🍎
I sound a little bit like the silly word 'tollerblade'. I am a space.,rollerblade,It belongs to the space group.,It ends with 'E'.,towtruck,weightlessness,crane,space,rhyming,tricky,🚀
"If you try to rhyme with me, you might say 'dagpipe'. What holidays am I?",bagpipe,It belongs to the holidays group.,It ends with 'E'.,ticket,ribbon,harmonica,holidays,rhyming,tricky,🎉
You might see this holidays around. It has 7 letters in its name. What could it be?,costume,It belongs to the holidays group.,It has 7 letters.,shamrock,elf,whistle,holidays,what-am-i,medium,🎉
My name rhymes with 'hreezer'. I am part of the silly family.,freezer,It belongs to the silly group.,It has 7 letters.,vacuum,jeans,watch,silly,rhyming,medium,🤪
You might see this science around. It has 6 letters in its name. What could it be?,engine,It belongs to the science group.,It ends with 'E'.,brush,rubber,back,science,what-am-i,tricky,🔬
A fun fact about this space is that its name starts with 'R' and ends with 'T'.,raft,It belongs to the space group.,It starts with 'R'.,satellite,probe,aries,space,trivia,easy,🚀
Mix my letters and you get 'kace'. I am a food.,cake,It belongs to the food group.,It starts with 'C'.,chip,carrot,cherry,food,wordplay,easy,🍎
Subtract 2 from 13 and you get the letter count of this science.,electricity,It belongs to the science group.,It has 11 letters.,hinge,telescope,heat,science,math,medium,🔬
"If you spell my name backwards, it looks like 'lleb'.",bell,It belongs to the school group.,It ends with 'L'.,bus,alarm,laptop,school,wordplay,tricky,✏️
You might see this food around. It has 6 letters in its name. What could it be?,cheese,It belongs to the food group.,It starts with 'C'.,pizza,chip,peach,food,what-am-i,easy,🍎
"If you spell my name backwards, it looks like 'strad'.",darts,It belongs to the sports group.,It has 5 letters.,frisbee,squash,tetherball,sports,wordplay,medium,⚽
Count the letters in this silly's name and you get 4. Double that is 8.,bulb,It belongs to the silly group.,It has 4 letters.,mug,shoe,carpet,silly,math,medium,🤪
"I am a words with exactly 4 letters. My last letter is very important, it is 'R'.",near,It belongs to the words group.,It starts with 'N'.,front,sad,poor,words,lateral,easy,🔠
Count the letters in this nature's name and you get 4. Double that is 8.,cave,It belongs to the nature group.,It starts with 'C'.,frost,volcano,eclipse,nature,math,easy,🌿
Mix my letters and you get 'nacsphi'. I am a food.,spinach,It belongs to the food group.,It ends with 'H'.,peach,lettuce,cupcake,food,wordplay,tricky,🍎
"Double the number 128 is not me, but half of 128 is!",64,It is a number.,It is greater than 63.,95,71,65,math,math,easy,🧮
Count the letters in this nature's name and you get 5. Double that is 10.,cloud,It belongs to the nature group.,It ends with 'D'.,stream,savanna,tundra,nature,math,tricky,🌿
"In the food category, this item is very famous. It starts with 'P'.",pie,It belongs to the food group.,It has 3 letters.,banana,pizza,apple,food,trivia,medium,🍎
I sound a little bit like the silly word 'uavanna'. I am a nature.,savanna,It belongs to the nature group.,It ends with 'A'.,eclipse,hurricane,tide,nature,rhyming,tricky,🌿
"I am a silly with exactly 6 letters. My last letter is very important, it is 'E'.",fridge,It belongs to the silly group.,It ends with 'E'.,curtain,soap,shelf,silly,lateral,tricky,🤪
You cannot spell this school without the letter 'A'.,alarm,It belongs to the school group.,It has 5 letters.,camera,reading,scissors,school,lateral,medium,✏️
"If you try to rhyme with me, you might say 'aacht'. What space am I?",yacht,It belongs to the space group.,It starts with 'Y'.,leo,satellite,pluto,space,rhyming,easy,🚀
Count the letters in this holidays's name and you get 6. Double that is 12.,anthem,It belongs to the holidays group.,It has 6 letters.,maraca,chick,spotlight,holidays,math,medium,🎉
You cannot spell this silly without the letter 'M'.,mitten,It belongs to the silly group.,It starts with 'M'.,slipper,plate,bed,silly,lateral,easy,🤪
You might see this words around. It has 3 letters in its name. What could it be?,run,It belongs to the words group.,It starts with 'R'.,open,sad,weak,words,what-am-i,easy,🔠
"Half of 8 is 4, which is how many letters this science has.",hair,It belongs to the science group.,It ends with 'R'.,gas,beaker,tube,science,math,tricky,🔬
A fun fact about this science is that its name starts with 'C' and ends with 'L'.,cell,It belongs to the science group.,It starts with 'C'.,element,elbow,hammer,science,trivia,easy,🔬
Count the letters in this silly's name and you get 10. Double that is 20.,toothpaste,It belongs to the silly group.,It starts with 'T'.,cap,trashcan,sheet,silly,math,easy,🤪
A fun fact about this school is that its name starts with 'T' and ends with 'R'.,timer,It belongs to the school group.,It has 5 letters.,sticker,pen,notebook,school,trivia,medium,✏️
You cannot spell this food without the letter 'P'.,potato,It belongs to the food group.,It has 6 letters.,coconut,zucchini,croissant,food,lateral,medium,🍎
Subtract 2 from 8 and you get the letter count of this science.,plasma,It belongs to the science group.,It has 6 letters.,knee,head,blood,science,math,medium,🔬
Think of a common science. It ends with 'N'. What is it?,cotton,It belongs to the science group.,It starts with 'C'.,velocity,engine,nail,science,what-am-i,easy,🔬
You cannot spell this science without the letter 'L'.,leg,It belongs to the science group.,It ends with 'G'.,wire,force,thermometer,science,lateral,tricky,🔬
"If you try to rhyme with me, you might say 'pext'. What words am I?",next,It belongs to the words group.,It ends with 'T'.,corner,bad,under,words,rhyming,tricky,🔠
"In the silly category, this item is very famous. It starts with 'W'.",watch,It belongs to the silly group.,It ends with 'H'.,wardrobe,bathtub,drawer,silly,trivia,tricky,🤪
A fun fact about this holidays is that its name starts with 'P' and ends with 'T'.,present,It belongs to the holidays group.,It starts with 'P'.,dreidel,kinara,yam,holidays,trivia,easy,🎉
You cannot spell this holidays without the letter 'S'.,shamrock,It belongs to the holidays group.,It has 8 letters.,accordion,yam,ghost,holidays,lateral,medium,🎉
Subtract 2 from 7 and you get the letter count of this silly.,broom,It belongs to the silly group.,It starts with 'B'.,comb,shorts,faucet,silly,math,easy,🤪
"If you try to rhyme with me, you might say 'hig'. What food am I?",fig,It belongs to the food group.,It has 3 letters.,yogurt,quesadilla,spaghetti,food,rhyming,medium,🍎
Subtract 2 from 13 and you get the letter count of this animals.,grasshopper,It belongs to the animals group.,It starts with 'G'.,beaver,starfish,moth,animals,math,easy,🐾
My name rhymes with 'dright'. I am part of the words family.,bright,It belongs to the words group.,It has 6 letters.,wet,low,open,words,rhyming,medium,🔠
"If you try to rhyme with me, you might say 'uubmarine'. What space am I?",submarine,It belongs to the space group.,It starts with 'S'.,alien,pisces,sagittarius,space,rhyming,easy,🚀
You might see this sports around. It has 9 letters in its name. What could it be?,billiards,It belongs to the sports group.,It has 9 letters.,trophy,softball,hopscotch,sports,what-am-i,medium,⚽
I sound a little bit like the silly word 'ualamander'. I am a animals.,salamander,It belongs to the animals group.,It starts with 'S'.,slug,raven,rabbit,animals,rhyming,easy,🐾
Subtract 2 from 8 and you get the letter count of this animals.,monkey,It belongs to the animals group.,It has 6 letters.,alligator,goldfish,wasp,animals,math,medium,🐾
Many kids love this holidays. It starts with 'P'. Who am I?,potofgold,It belongs to the holidays group.,It has 9 letters.,chick,oboe,saxophone,holidays,what-am-i,medium,🎉
This holidays is known for having 5 letters in its name.,gravy,It belongs to the holidays group.,It has 5 letters.,sleigh,bunny,rose,holidays,trivia,medium,🎉
A fun fact ab___ this words is that its name starts with 'O' and ends with 'T'.,out,It belongs to the words group.,It ends with 'T'.,bottom,rough,handsome,words,trivia,tricky,🔠
"I am a school with exactly 5 letters. My last letter is very important, it is 'R'.",chair,It belongs to the school group.,It starts with 'C'.,recess,quiz,lunchbox,school,lateral,easy,✏️
Take away my first letter and you get something else. Put it back and I am this space.,airplane,It belongs to the space group.,It starts with 'A'.,bulldozer,crane,aquarius,space,wordplay,easy,🚀
This animals is known for having 4 letters in its name.,lion,It belongs to the animals group.,It has 4 letters.,stingray,scorpion,giraffe,animals,trivia,medium,🐾
My name rhymes with 'yitch'. I am part of the holidays family.,witch,It belongs to the holidays group.,It ends with 'H'.,sleigh,dj,carnival,holidays,rhyming,tricky,🎉
Count the letters in this nature's name and you get 7. Double that is 14.,morning,It belongs to the nature group.,It has 7 letters.,creek,sea,dirt,nature,math,medium,🌿
I am the answer to 3 plus 1.,4,It is a number.,It is between 3 and 5.,70,100,19,math,math,tricky,🧮
Subtract 2 from 6 and you get the letter count of this silly.,belt,It belongs to the silly group.,It has 4 letters.,quilt,bracelet,bulb,silly,math,medium,🤪
"If you try to rhyme with me, you might say 'naptop'. What school am I?",laptop,It belongs to the school group.,It has 6 letters.,locker,prize,award,school,rhyming,medium,✏️
Many kids love this animals. It starts with 'H'. Who am I?,horse,It belongs to the animals group.,It starts with 'H'.,turkey,snail,seahorse,animals,what-am-i,easy,🐾
